comment,score,likes
That cat knows how to chill. Trip hazard but staff just navigate around him. Brilliant,0.7351,0
Nothing else matters...,0,0
Millennial entitled cat circa 2019,0.2732,0
Is that road kill,-0.6908,0
The real Garfield,0,0
Too much Lasagna!!!!,0,0
No care on the world 😄,0.25,0
This looks like the same cat that was enjoying a massage in another vid.,0.7096,9
Guess he had a bowl of beer and a little catnip.,0,0
Garfield in nutshell,0,0
"AWE!!!😃 I love sweet , chilled out kitty cat!! Does he or she need a good home? I'd love to have this precious kitty cat🙏💘❤❣💞💕😃😽😸",0.9676,0
Me everytime im done eating lunch,0,1
The cat isn't in your way you're in his way!,0,0
The cat's so fed up of fake people around... Especially double faced people 😇,-0.4767,0
"He really looks like my cat, Anthony...",0.4173,0
I want this cat ❤️ seriously how many of you would want this cute chill kitty ?❤️,0.5267,1
This is why cats are the best!!!,0.7249,0
The cat made a bold move lying on the floor in a high foot traffic area.,-0.2023,15
Fat Cat,0,0
Lol what a bum!,0.4753,0
sooo cute looks like my two ginger cats,0.6705,0
Living her best life,0.6369,0
This is why I love cats!,0.6696,0
If that cat don’t get its ass up🤣🤣🤣,-0.5423,0
Его что напоили водкой,0,0
I'm definitely a dog person but I approve of this cat. This cat knows what's up.,0.2144,0
Dis a straight clown frfr....I’ll keep him!,0.2942,0
"My neck my back , my neck & my back",0,0
catatonic,0,0
"Dammit Garfield, not again!",0,0
They would eat the cat at a Chinese restaurant lol,0.4215,0
Now that's a tamed pussy.  Haha. I had to say it.....😏😏😏😀😀😀😉😉😉,0.4588,0
Funny and creepy and cute all at once,0.7096,0
Cat cranking day Soulja boy,0,0
Cat appears to be suffering the same problems as the average 25-60 year old male.,-0.7003,1
I've slept like that.........once.,0.3612,0
Hilarious.,0.4019,0
"Perhaps he is ""playing dead"" because he knows HE IS NEXT ON THE CHOPPING BLOCK! 😔",-0.8139,0
Redbull gives you wings !,0,0
Beckham scores with a great shot from the 30 yards. Whata gooaal,0.6249,0
That's how I feel after eating Chinese food,0,0
He's drunk,-0.34,0
Pretty,0.4939,0
Sunday mornings are the best,0.6369,0
Lmao😂😆😁,0,0
"Wow...u know...that's really....the cutest video....I know of honestly so this cat will receive my very rare 
5 heart award❤❤❤❤❤",0.7783,0
mood,0,0
The Orange Cats 😂,0,0
Found my spirit animal right here.,0.1779,1
Is that puss in boots?,0,0
Aktieris:),0,1
A superspoilt cat looking out for the next stroke,0,0
Hehe,0,0
Indeed a lazy cat 🤣🤣🤣🤣🤣,-0.3612,0
When you have to go to work/school but are too tired and your parent keeps trying to wake you up.,-0.5927,0
Охриневший котяра,0,0
"Animal’s in restaurants not good, where I’m from health and safety would move in and close that joint down.",0.1012,0
Reminds me of the cartoon Garfield,0,0
"One cherry bomb, lit and placed by his butt, he will surely move and move quickly after it goes off.",-0.0772,0
When a cat lies on his/her back like that they are content and feel utterly safe!🐱😉,-0.1511,425
I’m not eating there period,0,0
nunca le  pongas algo en el cuello u el cuerpo a un gato si tienen que pelear con otro gato o un perro le puede costar la vida,0,0
He’s high! 😂😂,0,0
So we just gonna ignore the fake yeezys ?,-0.6808,0
Tired cat. Not lazy 😾,-0.1999,0
🤣,0,0
AAHAHAHAH PRETTY FUUNNY...I actually thought he mite be Dead..Then I saw His TAIL Move...Hes One Chill/Laid Back Kool CAT🐈😁😎👍🤘👌✌,0.6037,0
That’s usually how my friends look when I have to pick them up off the floor after a night of drinking. LoL,0.7096,0
Stray cat strut.,0,0
😵 😱 😨 😍 😘 😙 😻👍👏👏👏,0,1
ไม่ได้หลับ ... แค่นอนเล่นเฉยๆ เหมียววว 😏,0,0
"If I could *LIKE* this a thousand x, I would. That cat...😸😸😸😸",0,0
She is not sleeping She Got Heart Attack,-0.4767,2
next on the menu - floor kill!,-0.7177,0
Drunk cat seems like got a big bottle of black label 😂,0.0258,1
Food coma anyone,0,0
The cat is me. I’m the cat,0,0
So cute,0.5095,0
Ate too many mice at that restaurant and wanted to let the customers know.  Lol!!!!!!!🤣🤣🤣,0,2
"A very cat thing I must say. Well done, well done.",0.4939,0
"Priceless  🐈🐾🐾💞, Great video 😁, thank you for sharing.........🙂",0.765,0
The best play dead I ever seen dogs need to step it up lol,0.6249,0
Silly cat,0.0258,0
OD ON CATNIP.,0,0
best miniature of the month,0.6369,0
The chinese lady like if you dont get up= 🍗🥦🍛,0.3612,1
If that's an Asian restaurant we all know that cats fate.,0,0
cute,0.4588,0
Food Coma,0,0
"The cat is like: Y'all leave me alone! I'm just chillin😀
It's Friday! 
#ThelifeofpetsRealityyyy",0.2225,4
It's me in morning when Mom call me for school 😂😂,0,0
❤️❤️❤️,0,0
That cat lol...no Fs given 😂,0,0
He is drunk on milk on rocks!  This iui s tooo cute!💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗 My cat does the very same thing!,-0.5067,0
Que bello,0,0
The real OWNER ..,0,1
"“I was drugged”

1:15 #meowtoo",0,0
We finally found the real Garfield. Where Odie @?,0,0
Cat on Xanax...,0,0
Is this cat dead or just too well fed?,-0.4939,0
Now that's the Life!!! Hahaha,0.6679,1
he is in heaven....lol  <3,0.4404,0
Not a care in the world....😁,-0.3875,0
LAZY KIT,-0.3612,0
That cat on that good cat nip lol,0.6908,0
Hes in a restaurant! Why should he move?,0,0
That's me after I'm full at a restaurant🤣😎,0,0
"Check out Funny Kittens & his mom. ☺
https://youtu.be/PA1j7SadNNc",0.4404,0
When humans don't own the cat but the cat owns the human,0,0
This cat is my spirit animal,0.1779,1
"That’s not even cute, actually it’s disgusting having a cat inside a restaurant where people are eating.  Yuck !!",-0.7553,0
Things would go a little different if this was Won Chong Express.,0.5719,1
Ted what are doing over here you lazy cat? Come back to your video on my channel.,-0.3612,0
#LifeWithCats.  😹,0,0
🙏❤❤❤🐱❤❤🙏😚,0,0
"I would have kicked it out of the way. It's a restaurant, cats shouldn't be laying in the walkway like that. Bad for business",-0.25,0
Just when I thought I'd seen the cutest!,0.6239,0
"Humans: Why isnt this cat moving ?
Cat : Maybe they'll pay attention to me if i play dead",-0.5106,0
She's now in the lap of the gods :'b,0,0
Cats are the best,0.6369,0
Animal in a restaurant? Unhygienic.,0,0
Who sleeps spread eagle on their stomach,0,0
"""life is beautiful and nothing can hurt me""",0.7701,6
Oh suuuuuure when a cat does it it's cute but when I do it I get yelled at and kicked out. So unfair.,-0.5558,0
Cute. This restaurant isn't busy tho clickbait.,0.4588,0
"O hell naw, get that lazy pussy on the floor.",-0.7964,0
She is over heated...,0,0
Lol awe!!!! Cat happy hes relaxes.,0.8798,0
"""if I don't have 9 or 10 naps a day I don't have enough energy for my main snooze"".",-0.2057,10
My spirit animal🙇‍♀️❤,0.1779,0
It would be wonderful if all cats — pets — could feel so safe!,0.8286,0
The cat was probably thinking dude get that fucking camera out my face I’m trying relax!!!,0.5826,1
😭😭😭😭,0,0
😁😁😁😁😀🤗🤗🤗🤗,0,0
Looks like someone recorded my sister again...,0.3612,0
Like a boss 🐈,0.3612,0
I thought its impossible to be lazy like this 😂😂😂,0,0
Cat inherit the place after the late owner died...,0,0
Zero fucks given!,-0.5255,0
They laced his food with something to make this video,0,0
Plot twist: they are filming 'Undercover Boss' - and he is the boss.,0,351
Puss in boots had a great fall. 🍻🍂,0.6249,1
And your restaurant here would be shut down asap.,0,0
Hahahaha 🤣🤣🤣🤣,0,0
Stop serving catnip... Duhhhh,-0.296,0
Fat fuck,-0.5423,0
"🤣🤣This cat though🤣🤣

... and is super cute too. That's for the close up of that super cute face 💕",0.93,0
Es una belleza amo alos gatos 😘quien mas ama estos adorables animalitos,0,0
"Cats clearly come home stoned, 
Needs rehab asap!",0.4574,0
"Watch another video. cat Playing with a bucket of water..

 https://youtu.be/H8nHHvt2PTk",0.2023,0
Actually I’m sun bathing after splitting on catnip,0,0
😹😹😹😻😽,0,0
"Could be diabetic, my cat was diabetic and all he did was sleep and drink lots and lots of water! He got a shot daily and was good as new!! 👍 
Just a thought!",0.6209,0
"Yep, kitty take over in progress! ❤❤❤",0.6476,1
Would it be accurate to say you are lazy based solely upon footage of you sleeping?  More likely you would say I'm creepy for filming you sleep.  No one here brings up the fact that the human is creepily stalking this cat -- and then molesting it during it's sleep cycle.  Then again cats do sleep 15-20 hours a day...  I'm no longer sure what point I'm trying to make.,-0.8126,0
I would have scooped him up and stolen him! Lol Everyone there acts like business as usual...He must do that a lot....He's the owner so he's supervising his staff!😆,0.3987,0
Wow talk about trusting!,0.7777,0
It looks to have a spot in the left arm.,0,0
Too much lasagna.,0,0
"The cat is not tired at all, it‘s all about attention.",0.3412,4
"He looks like a stuffed kitty, must be great food!",0.784,0
"We own his place, I get to relax and you  get to run it.",0.4404,0
This is exactly what happens to teenagers when you spoil them too much.,0,0
Topcat,0,0
Dat cat gives 0 fucks 🤣🤣🤣,-0.4767,1
I wonder did the cat get into some beer or wine that was spilled on the floor.,0,0
"dont call him lazy, its hurts his feelings",-0.2477,1
I can relate 😉,0,0
Lol 😂 totally reminds me of my goofy 🙃,0.4215,2
I LOVE this!!,0.7592,0
Cat just ate and have the itis,0,0
Could have put it on the table?,0,0
Y is there even a cat in the restaurant,0,0
"He almost looks like my cat,but he's a bit smaller than my boy👍😄😸",0.3008,0
"If I lay here
If I just lay here
Would you lie with me and just forget the world?",-0.2263,2
"Waitress: can you please move your in the aisle.
Cat: bitch I do what I want
Waitress: uh ok, nevermind",0,0
Where's this? Is it Bangkok?,0,0
This cat deserves love,0.6369,0
Next thing you know the cat is gonna come out on hell's kitchen,0,0
When not given a shit enters the animal kingdom.,0.4449,0
"""I get way more Cat Likes👍 layin out right about here""",0,0
😂 😂 😂 😍😍😘💓,0,0
Did someone sedate that cat?!?!??,0,0
That Cat is surely drunk!!!!,0.6209,0
"In my best Arnold Schwarzenegger voice: ""Please, don't disturb my friend.... he's dead tired. """,-0.1882,0
"Fucks given: NONE.







😂😂",-0.4767,0
"That Cat is a Republican, it doesn't give a shit about no one except it self.",0.1838,0
I love this cat! So chill! Lol!,0.8464,0
I don’t bother chasing mice around.,-0.34,0
"Me: Looks dead to me.
Cat: You'll die for your insolence, insignificant human",-0.891,57
MF cat looks like it had too much fentanyl 😂😂😂,0.3612,1
She looks like she ate 2 much omg poor baby feed her less,-0.1531,1
No fucks are givin.,-0.6486,0
If he was in the Asian restaurant he would have been in a cage  asking for help,0.4019,0
"For starters, why is the cat in the restaurant?",0,0
Lay off the catnip! 😂,0,0
ระวังเหยียบแมวๆ,0,0
หลับสนิทแฮงๆ,0,0
Living the dream ✨,0.25,1
"well, that's pretty much me at my local  pancake shop..........",0.6486,0
He used to be human,0,0
Cats are unbelievable,0.2023,1
This can’t be in the US. They would have a cow.,0,13
When u take a Big dose,0,0
human soul in cat body 😁,0,0
There was a cat in my neighborhood named Jinx that pretty much ran our block. He literally go to sleep in the middle of the street and all the cars would swerve and run up on the curb and almost hit mailboxes to avoid killing this cat. That darn cat lived 18 years and spent most of his life not giving a damn. RIP Jinx.,-0.7251,0
Looks like road kill.,-0.4939,0
The cat say I thought I was at the beach.... forgot this restaurant have no Jerry the mouse...huuuh....!!! Peaceful life.,0.4359,1
He’s clearly the owner of the restaurant,0.4019,0
Love!!!,0.7249,0
Best example of ZeroFukks given !,0.6696,0
He better not get too comfortable...he might become a meal,0.4404,0
Me every morning 🤣,0,0
It’s Heithcliff!,0,0
Looks like he's strung out,0.3612,0
It's GarField,0,0
Who got the cat drunk again lol,0.1027,0
Beginning of a lousy porn film,-0.5423,1
Cat nip,0,0
Wdhhhh. Bosss in di house,0,0
Lmfaooooo..... it’s “PUSS IN BOOTS!!!”,0,0
"Legend has it, the cat is still in that spot",0,0
Friskies wasted😂,0,0
Something's wrong with him. It's not normal. Maybe he's sick ?,-0.7506,0
I am not a cat lover.,-0.4717,0
If that’s busy idk how they pay their rent 😂😂😂😂,-0.2023,0
Kool  for cats 🐱 (squeeze),0,0
He looks dead he's so. Comfortable,-0.1796,0
Lol thats so funny...,0.4215,0
I WANT this precious Cat! 😁😁,0.7206,0
"He probably ate the food there, also what country is this, I hope the health department doesn't see this 🙁.",0.5228,0
I think we can all relate to this cat since we do this at home.,0,24
"Real life ""Garfield"" the cat.",0,0
Cat : It's free real estate,0.5106,1
Animal's shouldn't be around food,0,0
"This cat is hilarious.  What confidence.  And I like the way everyone walks around him, like it’s so natural he’s in the middle of the floor.",0.9152,145
